%YEAR	MON	DAY	HOUR	MIN	SEC	LAT	LON	DEP	MW	Stk1	Dip1	Rake1	Stk2	Dip2	Rake2	Ptr	Ppl	Ttr	Tpl	Ntr	Npl
2020	5	15	15	23	24	38.18	-117.8	12	4.07	95	90	-15	185	75	-180	49	11	141	11	275	75
2020	5	15	17	50	16	38.16	-117.83	6	4.3	353	85	160	85	70	5	41	11	307	17	161	69
2020	5	15	18	10	32	38.18	-117.85	9	3.71	41	64	-106	255	30	-60	282	67	143	18	48	14
2020	5	15	18	52	41	38.17	-117.85	8	3.48	22	74	-143	280	55	-20	246	37	147	12	42	50
2020	5	15	19	5	8	38.21	-117.72	10	3.73	11	52	-117	230	45	-60	219	69	119	4	28	21
2020	5	15	20	3	46	38.17	-117.84	7	3.65	180	76	-159	85	70	-15	44	24	312	4	213	65
2020	5	15	21	59	42	38.17	-117.73	12	3.71	85	85	-20	177	70	-175	39	18	133	10	252	69
2020	5	15	22	15	49	38.16	-118.02	3	4.03	177	54	-127	50	50	-50	27	60	293	2	202	29
2020	5	15	22	25	8	38.2	-117.74	10	3.54	203	61	-132	85	50	-40	60	53	322	6	228	36
2020	5	15	22	46	29	38.17	-117.85	9	3.93	170	81	-150	75	60	-10	37	27	299	14	184	59
2020	5	15	22	50	23	38.19	-117.88	13	3.44	265	80	-15	358	75	-170	221	18	312	3	52	72
2020	5	16	2	50	45	38.16	-118	7	3.4	321	78	144	60	55	15	15	15	275	34	125	52
2020	5	16	4	12	21	38.13	-117.98	11	4.09	160	79	-139	60	50	-15	28	36	284	18	173	48
2020	5	16	5	1	9	38.16	-117.97	8	3.42	285	80	-25	20	65	-169	240	25	334	10	85	63
2020	5	16	6	6	17	38.03	-118.25	7	3.58	142	80	165	235	75	10	189	4	98	18	291	72
2020	5	16	10	28	40	38.2	-117.91	7	3.88	90	80	15	357	75	170	223	3	314	18	123	72
2020	5	16	11	50	54	38.2	-117.74	13	4.47	235	50	-65	19	46	-117	212	71	308	2	38	19
2020	5	16	20	17	44	38.22	-117.76	8	3.48	85	80	55	341	36	163	202	27	321	44	92	34
2020	5	16	23	27	14	38.14	-118.03	3	3.99	185	55	-120	50	45	-55	37	65	296	5	204	24
2020	5	17	6	42	2	38.19	-117.78	8	3.5	220	75	-20	315	71	-164	177	25	268	3	5	65
2020	5	17	8	28	48	38.17	-117.84	10	3.82	196	76	-154	100	65	-15	60	28	326	8	222	61
2020	5	17	11	10	49	34.98	-97.7	9	3.33	230	75	45	125	47	159	352	17	98	42	245	43
2020	5	17	11	53	52	38.15	-117.95	12	4.28	60	90	-10	150	80	-180	15	7	105	7	240	80
2020	5	17	19	8	23	38.16	-117.94	14	3.57	352	85	-160	260	70	-5	218	17	124	11	4	69
2020	5	17	21	17	2	38.18	-117.8	12	3.99	7	71	-159	270	70	-20	229	28	138	1	47	62
2020	5	17	21	47	44	38.15	-118.04	3	4.02	193	56	-113	50	40	-60	52	69	299	9	206	19
2020	5	17	23	19	54	38.14	-117.99	7	3.52	0	73	-148	260	60	-20	224	34	128	8	26	54
2020	5	18	2	19	8	38.16	-118.1	6	3.94	177	80	-170	85	80	-10	41	14	311	0	220	76
2020	5	18	9	45	55	38.16	-117.94	11	3.48	240	80	-15	333	75	-170	196	18	287	3	27	72
2020	5	18	12	40	26	58.96	-154.29	118	4.02	230	85	-45	325	45	-173	177	34	286	26	45	45
2020	5	19	9	8	33	38.18	-117.8	13	3.92	255	80	-15	348	75	-170	211	18	302	3	42	72
2020	5	19	9	48	50	38.14	-118.06	6	3.57	60	80	-30	156	61	-168	14	28	111	13	223	59
2020	5	19	10	58	43	38.18	-117.79	8	3.63	202	71	-159	105	70	-20	64	28	333	1	242	62
2020	5	19	22	12	45	38.17	-117.85	8	4.42	172	85	-160	80	70	-5	38	17	304	11	184	69
2020	5	20	3	13	49	38.14	-118.07	6	3.78	188	61	-132	70	50	-40	45	53	307	6	213	36
2020	5	20	3	49	57	38.13	-118.06	5	3.64	50	60	-60	181	41	-131	9	62	119	10	214	26
2020	5	20	9	46	16	38.13	-118.07	8	3.9	193	57	-130	70	50	-45	46	57	310	4	217	33
2020	5	20	12	36	53	38.21	-117.74	10	4.76	5	76	-159	270	70	-15	229	24	137	4	38	65
2020	5	21	11	33	50	44.43	-115.22	11	4.32	340	80	-20	74	70	-169	295	21	28	7	134	68
2020	5	22	0	22	0	38.24	-117.79	9	4.61	70	85	-10	161	80	-175	25	11	116	3	224	79
2020	5	22	13	1	6	38.14	-118.05	5	3.91	50	60	-55	176	45	-135	11	59	116	9	211	30
2020	5	23	6	59	41	66.11	-135.31	11	3.4	30	65	55	269	42	141	145	13	254	55	46	31
2020	5	23	9	19	17	38.14	-118	10	3.39	148	80	-165	55	75	-10	12	18	281	4	179	72
2020	5	23	13	7	8	38.16	-117.98	12	3.5	240	85	-20	332	70	-175	194	18	288	10	47	69
2020	5	24	9	57	52	38.14	-117.98	12	3.58	240	85	15	149	75	175	13	7	105	14	258	74
2020	5	24	14	53	59	36.36	-98.16	5	3.57	120	80	20	26	70	169	252	7	345	21	146	68
2020	5	24	15	2	54	38.18	-117.87	8	3.41	250	90	-20	340	70	-180	203	14	297	14	70	70
2020	5	24	22	31	59	38.16	-117.83	8	3.43	50	90	-15	140	75	-180	4	11	96	11	230	75
2020	5	25	2	55	49	38.16	-117.97	14	3.62	65	90	-15	155	75	-180	19	11	111	11	245	75
2020	5	27	0	57	2	38.14	-118.05	3	3.45	180	57	-123	50	45	-50	36	62	293	7	199	27
2020	5	27	16	3	23	38.19	-117.78	12	3.75	75	90	-25	165	65	-180	27	17	123	17	255	65
2020	5	28	8	29	46	38.16	-118.01	7	3.67	110	80	-30	206	61	-168	64	28	161	13	273	59
2020	5	29	1	58	51	17.91	-66.59	8	3.64	13	80	170	105	80	10	59	0	329	14	150	76
2020	5	29	20	45	39	38.19	-117.74	11	3.62	201	63	-127	80	45	-40	62	55	317	10	220	33
2020	5	29	23	43	43	38.15	-117.98	12	3.68	250	85	15	159	75	175	23	7	115	14	268	74
2020	5	30	15	55	2	38.17	-117.85	7	3.45	168	77	-149	70	60	-15	33	31	296	11	188	57
2020	5	31	16	52	5	44.12	-115.09	11	3.88	275	68	-118	150	35	-40	146	57	25	19	286	26
2020	6	1	7	46	16	44.55	-115.23	13	3.67	70	90	-170	340	80	0	295	7	205	7	70	80
2020	6	1	12	5	51	17.98	-66.82	15	3.81	194	72	-154	95	65	-20	56	31	323	5	226	58
2020	6	3	22	24	52	44.3	-115	8	3.65	64	81	-155	330	65	-10	290	24	195	11	83	63
2020	6	3	23	0	27	36.35	-97.36	3	3.19	315	75	30	217	61	163	83	9	179	32	339	57
2020	6	4	14	46	18	17.91	-66.85	13	4.21	85	55	-85	256	35	-97	14	79	171	10	262	4
2020	6	5	18	36	43	44.48	-115.15	14	3.73	215	76	-159	120	70	-15	79	24	347	4	248	65
2020	6	6	2	28	14	38.17	-117.8	11	3.61	280	85	-25	12	65	-174	233	21	329	14	89	65
2020	6	7	8	56	17	41.2	-115.97	5	3.58	356	66	-129	240	45	-35	220	52	114	12	15	35
2020	6	8	3	24	5	38.21	-117.79	8	4.71	240	80	-15	333	75	-170	196	18	287	3	27	72
2020	6	9	13	38	54	38.18	-117.77	14	3.74	260	85	-25	352	65	-174	213	21	309	14	69	65
2020	6	9	13	54	2	44.29	-115.03	8	4.21	69	72	-154	330	65	-20	291	31	198	5	101	58
2020	6	11	6	45	17	17.92	-66.58	5	3.58	13	57	-130	250	50	-45	226	57	130	4	37	33
2020	6	12	7	36	35	17.93	-66.66	5	3.44	41	67	-153	300	65	-25	261	35	170	2	78	55
2020	6	13	5	52	34	17.96	-66.95	13	4.26	270	80	-15	3	75	-170	226	18	317	3	57	72
2020	6	13	22	31	18	17.94	-66.94	15	3.37	260	80	-25	355	65	-169	215	25	309	10	60	63
2020	6	14	12	11	37	44.29	-115.06	8	4.13	330	70	-25	69	67	-158	289	32	20	2	114	58
2020	6	15	6	0	48	17.93	-67.01	4	3.33	22	54	-127	255	50	-50	232	60	138	2	47	29
2020	6	17	7	59	39	44.4	-115.24	15	3.92	160	65	-35	266	59	-150	121	42	215	4	309	48
2020	6	18	6	38	34	17.92	-66.76	4	3.73	280	65	-40	30	54	-149	240	45	337	6	73	44
2020	6	18	20	38	43	60.89	-149.09	47	4.14	250	85	-40	344	50	-173	199	31	304	23	64	50
2020	6	19	10	26	43	38.19	-117.8	13	4.04	75	85	-40	169	50	-173	24	31	129	23	249	50
2020	6	19	16	58	58	69.36	-143.94	9	3.69	135	76	-159	40	70	-15	359	24	267	4	168	65
2020	6	19	20	42	21	38.17	-117.83	10	4.5	196	85	-165	105	75	-5	62	14	330	7	214	74
2020	6	19	23	25	7	38.17	-117.81	13	3.43	90	85	-30	183	60	-174	42	24	140	17	261	60
2020	6	20	3	49	55	38.17	-117.82	12	3.65	70	75	-45	175	47	-159	22	42	128	17	235	43
2020	6	20	11	24	27	38.18	-117.79	8	3.68	193	80	-165	100	75	-10	57	18	326	4	224	72
2020	6	21	2	1	21	38.17	-117.89	5	3.53	333	80	170	65	80	10	19	0	289	14	110	76
2020	6	21	3	15	41	36.34	-97.36	4	4.03	300	70	-25	39	67	-158	259	32	350	2	84	58
2020	6	22	2	21	52	44.14	-115.08	12	3.49	273	66	-123	150	40	-40	139	56	26	14	288	29
2020	6	22	9	18	58	38.2	-117.89	9	3.29	6	76	164	100	75	15	53	0	323	21	144	69
2020	6	22	21	48	0	36.87	-97.36	5	3.39	64	81	-155	330	65	-10	290	24	195	11	83	63
2020	6	22	21	56	16	64.7	-150.85	22	3.69	180	70	-50	292	44	-150	133	49	242	15	344	37
2020	6	23	14	2	38	43.6	-110.42	9	3.68	40	80	-30	136	61	-168	354	28	91	13	203	59
2020	6	23	20	34	2	19.23	-67.07	31	4.75	340	85	-60	79	30	-170	279	42	45	33	157	30
2020	6	24	2	30	58	17.99	-66.83	16	3.91	194	87	-125	100	35	-5	73	38	313	33	196	35
2020	6	25	5	20	59	44.38	-115.2	14	4.57	145	65	-45	258	50	-147	104	49	205	9	302	40
2020	6	27	0	35	57	44.13	-115.09	11	3.74	286	66	-108	145	30	-55	165	64	30	19	294	17
2020	6	28	6	45	6	17.95	-66.94	8	4.24	90	80	-20	184	70	-169	45	21	138	7	244	68
2020	6	28	22	48	51	18	-66.85	16	4.23	255	60	-45	12	52	-141	219	52	315	5	48	38
2020	6	28	23	12	47	17.83	-66.95	14	3.7	75	85	40	341	50	173	201	23	306	31	81	50
2020	6	29	16	59	14	17.96	-66.93	15	3.53	260	75	-45	5	47	-159	212	42	318	17	65	43
2020	6	30	6	10	1	18	-66.77	12	3.68	75	65	-45	188	50	-147	34	49	135	9	232	40
2020	6	30	9	24	23	38.16	-117.96	11	4.37	351	85	-170	260	80	-5	216	11	125	4	17	79
2020	6	30	22	58	22	61.19	-150	58	3.82	160	55	-120	25	45	-55	12	65	271	5	179	24
2020	7	1	1	11	4	44.14	-115.08	10	3.6	295	65	-90	115	25	-90	205	70	25	20	115	0
2020	7	2	3	37	9	17.95	-66.92	14	3.69	5	73	-148	265	60	-20	229	34	133	8	31	54
2020	7	3	13	50	28	44.4	-115.18	14	3.82	165	65	-40	275	54	-149	125	45	222	6	318	44
2020	7	3	20	49	44	17.91	-67	8	5.21	353	80	-165	260	75	-10	217	18	126	4	24	72
2020	7	3	21	0	8	17.95	-67.02	7	4.14	182	80	-170	90	80	-10	46	14	316	0	225	76
2020	7	6	6	12	54	38.19	-117.89	8	4.12	150	85	-175	60	85	-5	15	7	285	0	195	83
2020	7	8	21	27	44	37.53	-117.42	12	3.63	204	62	-112	65	35	-55	75	66	310	14	215	19
2020	7	9	16	44	19	62.33	-148.73	51	3.74	246	52	-117	105	45	-60	94	69	354	4	263	21
2020	7	10	8	15	4	44.13	-115.07	10	3.93	285	60	-90	105	30	-90	195	75	15	15	105	0
2020	7	10	8	15	23	44.13	-115.04	13	3.99	135	70	-35	238	57	-156	93	39	189	8	289	50
2020	7	15	15	7	21	36.88	-97.44	6	3.22	150	85	-25	242	65	-174	103	21	199	14	319	65
2020	7	19	0	35	28	62.14	-154.93	17	3.86	140	90	30	50	60	180	271	21	9	21	140	60
2020	7	21	9	44	15	37.5	-113.48	8	3.73	175	90	-170	85	80	0	40	7	310	7	175	80
2020	7	22	17	1	32	31.15	-103.28	4	3.11	316	65	-88	130	25	-95	230	70	44	20	135	2
2020	7	23	4	44	16	17.9	-66.86	15	3.7	200	81	-150	105	60	-10	67	27	329	14	214	59
2020	7	23	17	10	35	38.1	-117.91	13	3.84	270	80	-15	3	75	-170	226	18	317	3	57	72
2020	7	23	21	59	43	59.63	-139.47	14	3.82	305	88	-110	210	20	-5	195	43	53	40	305	20
2020	7	24	0	13	25	17.99	-66.76	12	3.49	65	55	-85	236	35	-97	354	79	151	10	242	4
2020	7	25	3	5	25	62.24	-124.47	8	4.39	150	70	92	325	20	85	239	25	63	65	330	2
2020	7	26	2	6	28	38.18	-117.75	13	4.29	198	56	-113	55	40	-60	57	69	304	9	211	19
2020	7	30	15	4	11	36.25	-106.77	14	3.62	129	76	-133	25	45	-20	359	42	250	19	142	42
2020	8	2	9	27	15	63.34	-155.31	13	3.53	155	80	30	59	61	168	284	13	21	28	172	59
2020	8	3	23	13	46	36.36	-97.36	3	3.15	305	75	-25	42	66	-164	262	28	355	6	96	61
2020	8	4	8	52	11	64.11	-151.51	13	4.01	10	85	20	278	70	175	142	10	236	18	23	69
2020	8	4	9	13	26	62.4	-149.52	58	3.88	212	76	-111	90	25	-35	97	54	319	28	218	20
2020	8	4	14	1	44	69.67	-144.28	10	3.45	291	76	164	25	75	15	338	0	248	21	69	69
2020	8	6	13	1	57	38.13	-118.04	12	3.47	170	73	-148	70	60	-20	34	34	298	8	196	54
2020	8	6	22	28	50	17.99	-66.76	13	3.68	270	80	-60	17	31	-161	211	47	336	29	84	29
2020	8	7	3	27	0	18	-66.76	12	4.49	260	75	-65	19	29	-148	200	53	331	26	73	24
2020	8	8	2	11	30	44.17	-115.09	12	4.23	290	55	-85	101	35	-97	219	79	16	10	107	4
2020	8	8	22	54	20	59.84	-153.56	158	4.15	313	74	143	55	55	20	8	12	269	37	113	50
2020	8	9	5	19	44	60.66	-143.08	15	3.88	175	70	25	76	67	158	305	2	36	32	211	58
2020	8	9	12	7	37	36.48	-81.1	1	5.03	357	61	132	115	50	40	58	6	320	53	152	36
2020	8	9	23	10	50	60.52	-142.8	15	4.54	87	71	-159	350	70	-20	309	28	218	1	127	62
2020	8	11	20	23	17	65.33	-163.04	11	3.59	150	80	-15	243	75	-170	106	18	197	3	297	72
2020	8	13	2	34	17	62.24	-124.43	6	3.87	315	70	75	173	25	125	57	24	202	62	320	14
2020	8	13	19	54	21	44.38	-115.18	9	3.69	53	81	-160	320	70	-10	278	21	185	7	77	68
2020	8	19	4	31	4	38.18	-117.81	11	3.45	310	80	-25	45	65	-169	265	25	359	10	110	63
2020	8	20	12	6	15	65.33	-163.05	11	3.75	340	80	-20	74	70	-169	295	21	28	7	134	68
2020	8	21	22	55	9	41.91	-83.32	8	3.19	199	81	-155	105	65	-10	65	24	330	11	218	63
2020	8	22	22	25	53	59.51	-152.47	82	4.06	303	71	159	40	70	20	352	1	261	28	83	62
2020	8	24	15	30	19	44.28	-115.09	10	3.35	340	75	-25	77	66	-164	297	28	30	6	131	61
2020	8	29	1	12	13	67.36	-156.31	8	3.21	304	66	-97	140	25	-75	200	68	39	21	306	6
2020	8	29	16	33	45	17.96	-66.97	9	4.09	85	80	-25	180	65	-169	40	25	134	10	245	63
2020	8	30	2	7	33	64.03	-148.87	13	3.54	271	62	112	50	35	55	345	14	220	66	80	19
2020	8	31	15	18	24	36.36	-98.15	5	3.49	36	85	-170	305	80	-5	261	11	170	4	62	79
2020	9	1	0	30	52	38.17	-117.81	7	3.2	21	85	-170	290	80	-5	246	11	155	4	47	79
2020	9	6	11	8	15	34.75	-97.58	9	3.37	290	80	-30	26	61	-168	244	28	341	13	93	59
2020	9	6	21	38	46	17.92	-66.91	11	3.43	7	80	-170	275	80	-10	231	14	141	0	50	76
2020	9	7	0	47	6	38.15	-117.95	12	3.3	100	80	25	5	65	169	231	10	325	25	120	63
2020	9	8	12	35	17	38.15	-118.04	3	3.35	55	65	-30	159	63	-152	16	38	107	1	199	52
2020	9	8	20	23	48	44.52	-115.17	10	4.04	160	90	-15	250	75	-180	114	11	206	11	340	75
2020	9	8	20	24	31	44.48	-115.21	9	4.37	160	65	-30	264	63	-152	121	38	212	1	304	52
2020	9	9	10	7	28	38.18	-117.87	12	3.32	25	90	-130	295	40	0	262	33	148	33	25	40
2020	9	10	2	18	0	61.45	-149.95	46	4.05	195	65	-80	352	27	-110	125	68	278	19	11	9
2020	9	10	2	18	0	61.45	-149.95	46	4.05	195	65	-80	352	27	-110	125	68	278	19	11	9
2020	9	11	13	58	32	61.63	-152.19	128	4.37	309	63	127	70	45	40	13	10	268	55	110	33
2020	9	13	15	10	9	61.49	-146.4	45	4.09	215	50	-85	27	40	-96	160	84	301	5	32	4
2020	9	15	16	33	36	38.16	-117.96	14	3.86	70	85	-15	161	75	-175	25	14	117	7	232	74
2020	9	15	22	31	45	66.98	-157.66	13	3.48	5	75	-20	100	71	-164	322	25	53	3	150	65
2020	9	18	14	0	0	38.17	-117.83	7	3.36	75	80	-15	168	75	-170	31	18	122	3	222	72
2020	9	18	21	48	27	31.7	-104.14	7	3.37	88	58	-116	310	40	-55	308	66	196	10	102	22
2020	9	20	10	54	54	36.13	-97.59	4	3.22	280	65	-35	26	59	-150	241	42	335	4	69	48
2020	9	24	18	23	25	63.46	-148.85	13	3.88	225	55	90	45	35	90	315	10	135	80	45	0
2020	9	29	11	36	11	38.2	-117.75	13	3.56	1	85	-165	270	75	-5	227	14	135	7	19	74
2020	10	3	11	47	43	38.09	-112.42	11	4.3	35	55	-70	183	40	-116	356	72	111	8	203	16
2020	10	7	8	59	30	61.64	-151.05	76	4.15	190	80	-70	306	22	-153	123	51	263	32	6	20
2020	10	7	11	47	51	64.55	-149.34	21	3.5	306	76	-154	210	65	-15	170	28	76	8	332	61
2020	10	9	16	33	2	67.22	-163.51	12	3.45	241	63	-127	120	45	-40	102	55	357	10	260	33
2020	10	11	4	0	47	17.94	-67.05	15	3.72	105	85	10	14	80	175	239	3	330	11	131	79
2020	10	11	21	55	35	61.68	-150.47	66	3.97	20	80	65	270	27	157	130	31	263	49	25	25
2020	10	14	9	6	56	62.22	-124.41	5	3.8	325	65	85	157	25	101	59	20	225	70	327	5
2020	10	14	19	50	12	66.19	-163.96	17	3.58	335	90	-20	65	70	-180	288	14	22	14	155	70
2020	10	15	16	5	15	61.16	-149.34	46	4.11	160	70	-65	286	32	-139	104	58	231	21	331	23
2020	10	18	16	46	37	62.25	-124.42	4	3.97	310	70	80	157	22	116	48	24	204	64	313	9
2020	10	24	16	18	47	62.25	-124.43	4	4.48	325	65	80	168	27	110	62	19	215	68	329	9
2020	10	24	19	37	44	44.31	-115.17	12	3.53	284	76	-95	125	15	-70	187	59	19	31	286	5
2020	10	25	8	18	11	58.68	-137.44	17	3.64	310	55	70	162	40	116	54	8	169	72	322	16
2020	10	26	7	53	3	63.23	-143.41	17	3.99	104	60	87	290	30	95	196	15	6	75	106	2
2020	10	28	14	7	37	31.69	-104.13	8	3.63	85	57	-123	315	45	-50	301	62	198	7	104	27
2020	10	29	1	40	7	31.66	-104.32	8	3.56	94	55	-93	280	35	-85	350	80	186	10	96	3
2020	11	5	0	15	14	66.31	-156.92	11	3.46	259	67	153	0	65	25	310	2	219	35	42	55
2020	11	6	19	29	35	44.32	-115.25	10	3.94	320	60	-40	73	56	-143	285	48	17	2	109	42
2020	11	6	19	37	20	31.1	-103.25	6	3.22	169	71	-95	5	20	-75	70	64	263	26	171	5
2020	11	7	12	23	11	61.52	-149.91	51	4.89	181	65	-85	350	25	-100	100	69	268	20	359	4
2020	11	7	15	3	54	61.51	-149.92	51	4.35	200	60	-65	337	38	-126	156	65	272	12	7	21
2020	11	8	14	10	7	41.53	-70.97	7	3.62	214	52	102	15	40	75	296	6	174	79	27	10
2020	11	11	1	7	36	68.14	-144.94	13	3.53	117	62	-139	5	55	-35	334	48	239	4	146	42
2020	11	13	9	13	51	38.17	-117.85	12	5.26	75	80	-15	168	75	-170	31	18	122	3	222	72
2020	11	13	10	54	32	44.36	-115.18	15	4.17	150	60	-40	263	56	-143	115	48	207	2	299	42
2020	11	15	4	27	2	32.91	-100.88	8	3.47	198	86	-150	105	60	-5	65	24	327	17	205	60
2020	11	15	20	48	23	44.33	-115.01	11	4.11	63	80	-165	330	75	-10	287	18	196	4	94	72
2020	11	16	4	43	8	38.19	-117.75	14	3.37	6	58	-138	250	55	-40	220	51	127	2	36	39
2020	11	16	17	18	16	59.72	-138.93	5	4.16	100	60	90	280	30	90	190	15	10	75	280	0
2020	11	16	18	51	58	59.74	-138.91	5	3.67	115	60	95	285	30	81	201	15	38	74	292	4
2020	11	20	10	10	5	38.19	-117.78	10	3.58	90	90	-30	180	60	-180	41	21	139	21	270	60
2020	11	23	22	19	53	56.55	-136.03	16	4.4	150	85	-175	60	85	-5	15	7	285	0	195	83
2020	11	26	21	12	10	62.01	-150.02	53	4.61	345	55	-60	120	45	-126	312	65	54	6	147	24
2020	12	1	23	32	56	38.16	-118.08	10	4.89	70	80	-35	167	56	-168	23	31	123	16	236	54
2020	12	1	23	43	8	38.19	-118.06	9	4.14	85	75	-20	180	71	-164	42	25	133	3	230	65
2020	12	1	23	47	5	38.18	-118.07	8	4.13	45	65	-55	166	42	-141	1	55	110	13	209	31
2020	12	2	2	23	45	38.17	-118.07	8	4.18	184	72	-154	85	65	-20	46	31	313	5	216	58
2020	12	2	4	49	28	38.17	-118.07	8	3.99	265	90	5	175	85	180	40	4	130	4	265	85
2020	12	2	10	41	1	38.17	-118.08	7	3.55	60	60	-45	177	52	-141	24	52	120	5	213	38
2020	12	2	16	8	29	38.17	-118.07	8	3.76	55	70	-60	176	36	-144	3	55	123	19	224	28
2020	12	3	3	18	10	38.16	-117.86	8	4.02	170	76	-159	75	70	-15	34	24	302	4	203	65
2020	12	3	5	15	29	38.17	-118.06	8	4.71	80	75	-25	177	66	-164	37	28	130	6	231	61
2020	12	12	7	50	52	38.15	-118.1	8	4.56	188	51	-124	55	50	-55	32	64	301	1	211	26
2020	12	12	8	25	1	38.15	-118.1	9	3.56	177	54	-127	50	50	-50	27	60	293	2	202	29
2020	12	14	21	20	10	38.16	-118.12	8	4.78	80	75	-25	177	66	-164	37	28	130	6	231	61
2020	12	15	0	35	22	38.16	-117.94	11	3.79	270	90	-25	0	65	-180	222	17	318	17	90	65
2020	12	16	4	24	53	60.58	-142.64	21	3.93	90	75	80	304	18	123	188	29	346	59	93	10
2020	12	19	18	47	54	37.72	-97.22	6	3.36	100	65	-30	204	63	-152	61	38	152	1	244	52
2020	12	20	2	11	6	38.27	-108.93	9	3.65	255	76	-159	160	70	-15	119	24	27	4	288	65
2020	12	21	8	36	27	19.34	-155.11	9	4.23	63	54	127	190	50	50	127	2	33	60	218	29
2020	12	21	11	57	48	54.84	-160.27	34	4.25	30	70	65	264	32	139	139	21	266	58	39	23
2020	12	21	12	16	18	66.34	-135.7	34	4.23	260	90	-10	350	80	-180	215	7	305	7	80	80
2020	12	24	11	17	0	17.93	-66.84	11	3.61	197	85	-160	105	70	-5	63	17	329	11	209	69
2020	12	24	16	3	27	17.92	-66.84	12	3.46	195	90	-165	105	75	0	61	11	329	11	195	75
2020	12	24	16	56	38	17.89	-66.83	14	4.66	19	85	170	110	80	5	65	4	334	11	173	79
2020	12	24	17	33	47	17.95	-66.84	12	4.29	14	85	165	105	75	5	60	7	328	14	176	74
2020	12	27	16	22	2	17.91	-66.84	13	3.27	90	90	-20	180	70	-180	43	14	137	14	270	70
2020	12	30	11	4	44	37.7	-97.25	5	3.55	199	60	-145	90	60	-35	55	45	325	0	234	45
2020	12	31	19	12	33	32.29	-101.79	9	3.64	185	73	-148	85	60	-20	49	34	313	8	211	54
2020	12	31	20	44	20	32.3	-101.79	8	3.91	95	80	-20	189	70	-169	50	21	143	7	249	68
2021	1	1	5	26	7	44.08	-114.95	2	3.68	330	45	-90	150	45	-90	0	90	60	0	330	0
2021	1	3	5	35	27	42.56	-111.45	8	4.18	65	90	-15	155	75	-180	19	11	111	11	245	75
2021	1	15	15	45	45	38.19	-117.74	13	3.61	32	74	-143	290	55	-20	256	37	157	12	52	50
2021	1	15	22	11	7	37.91	-118.54	10	3.85	250	65	30	146	63	152	18	1	109	38	286	52
2021	1	25	22	2	0	60.24	-145.94	19	4.86	245	80	-80	20	14	-135	167	54	326	34	63	10
2021	1	26	22	23	25	59.18	-151.66	50	4.32	200	75	-50	307	42	-157	150	45	261	20	8	38
2021	2	1	15	27	29	31.67	-104.42	7	3.38	266	67	-110	130	30	-50	144	62	11	20	274	19
2021	2	3	19	6	36	62.09	-149.54	60	3.85	9	64	-114	235	35	-50	240	63	117	16	20	22
2021	2	5	16	16	56	36.28	-97.51	5	3.63	56	85	-170	325	80	-5	281	11	190	4	82	79
2021	2	5	17	48	43	36.31	-97.48	5	4.1	45	85	-175	315	85	-5	270	7	180	0	90	83
2021	2	6	10	1	28	36.3	-97.52	4	3.33	47	71	-159	310	70	-20	269	28	178	1	87	62
2021	2	10	21	18	42	64.86	-133.73	13	4.27	240	70	60	119	36	144	352	19	112	55	251	28
2021	2	14	19	47	5	63.98	-148.95	15	3.71	49	47	75	250	45	105	149	1	245	79	59	11
2021	2	19	13	56	57	36.96	-98.09	8	4.19	100	65	-80	257	27	-110	30	68	183	19	276	9
2021	2	24	12	10	23	59.34	-138.31	11	4.35	125	76	159	220	70	15	173	4	81	24	272	65
2021	2	27	18	59	25	61.33	-150	48	5.26	190	60	-75	342	33	-114	134	71	269	14	2	13
2021	2	28	21	38	38	36.36	-98.16	5	3.75	300	85	-25	32	65	-174	253	21	349	14	109	65
2021	3	3	5	35	26	61.45	-151.92	110	4.58	262	45	95	75	45	85	349	0	257	86	79	4
2021	3	14	23	8	31	37.71	-97.24	5	3.56	115	75	-25	212	66	-164	72	28	165	6	266	61
2021	3	16	14	34	39	44.53	-114.65	14	3.59	140	60	-80	301	31	-107	75	73	223	14	315	9
2021	3	17	4	19	28	31.66	-104.36	7	3.93	72	50	-113	285	45	-65	276	72	178	3	87	17
2021	3	22	2	37	43	36.12	-98.02	8	3.23	31	81	155	125	65	10	80	11	345	24	192	63
2021	3	29	1	5	52	61.24	-146.34	18	3.9	245	65	65	113	35	132	353	16	116	62	256	23
2021	3	30	16	4	5	38.17	-118.07	8	4.23	179	76	-164	85	75	-15	42	21	312	0	221	69
2021	4	1	19	49	55	31.68	-104.39	6	3.57	76	52	-117	295	45	-60	284	69	184	4	93	21
2021	4	2	19	8	2	38.17	-117.87	10	3.91	193	85	155	285	65	5	242	14	146	21	3	65
2021	4	4	17	9	21	63.19	-143.51	12	3.56	194	72	-154	95	65	-20	56	31	323	5	226	58
2021	4	6	19	20	39	41.51	-112.87	11	3.38	165	74	-127	55	40	-25	36	47	282	20	176	36
2021	4	7	16	51	49	35.06	-96.32	29	3.23	238	86	-150	145	60	-5	105	24	7	17	245	60
2021	4	8	17	10	18	63.21	-148.58	80	5.53	280	65	-70	59	32	-126	224	64	355	18	91	18
2021	4	13	12	22	35	43.59	-107.42	17	3.94	273	48	-109	120	45	-70	113	76	16	2	286	14
2021	4	14	23	54	2	35.85	-101.01	14	3.48	295	65	-60	61	38	-137	248	59	4	15	101	27
2021	4	19	20	42	38	44.53	-115.25	12	3.58	279	72	-99	125	20	-65	175	62	16	26	281	8
