%YEAR	MON	DAY	HOUR	MIN	SEC	LAT	LON	DEP	MW	Stk1	Dip1	Rake1	Stk2	Dip2	Rake2	Ptr	Ppl	Ttr	Tpl	Ntr	Npl
2009	4	30	4	54	57	58.98	-151.29	45	4.9	184	66	-97	20	25	-75	80	68	279	21	186	6
2009	5	1	1	33	58	36.85	-104.78	8	3.13	185	85	20	93	70	175	317	10	51	18	198	69
2009	5	17	6	45	18	42.54	-108.12	17	3.7	71	73	-115	310	30	-35	310	55	181	24	79	24
2009	5	28	13	57	30	66.32	-135.16	12	3.87	226	62	112	5	35	55	300	14	175	66	35	19
2009	5	29	18	16	1	48.52	-112.34	2	3.16	334	55	87	160	35	95	66	10	230	80	336	3
2009	6	7	23	24	39	58.97	-136.72	15	4.75	32	57	130	155	50	45	95	4	359	57	188	33
2009	6	22	19	28	5	61.94	-150.52	63	5.34	141	58	-138	25	55	-40	355	51	262	2	171	39
2009	6	23	14	27	56	61.93	-150.68	55	3.95	137	83	-135	40	45	-10	9	36	260	24	144	44
2009	6	30	18	52	10	66	-151.84	15	3.81	215	65	-30	319	63	-152	176	38	267	1	359	52
2009	7	3	11	0	19	25.47	-109.64	7	5.79	135	81	150	230	60	10	186	14	88	27	301	59
2009	7	7	19	11	45	75.28	-72.2	13	6	15	55	120	150	45	54	84	6	342	65	177	24
2009	7	21	14	20	55	49.81	-65.71	15	3.54	0	60	75	208	33	114	101	14	236	71	8	13
2009	7	29	10	0	36	36.82	-104.8	4	4.04	15	65	-65	147	35	-132	324	62	87	16	184	23
2009	8	17	0	22	12	38.47	-102.73	10	3.85	70	50	-80	235	41	-102	33	81	153	5	244	8
2009	8	18	2	50	16	40.62	-107.64	18	3.69	247	74	-143	145	55	-20	111	37	12	12	267	50
2009	8	19	18	19	27	61.21	-150.81	69	4.92	332	80	113	85	25	25	43	31	268	50	148	23
2009	8	28	21	42	19	63.48	-148.33	12	3.9	60	71	120	180	35	35	128	20	7	54	229	28
2009	9	14	18	27	23	36.55	-106.47	12	3.45	345	73	-148	245	60	-20	209	34	113	8	11	54
2009	9	21	10	41	26	60.92	-147.12	27	4.3	195	70	-70	328	28	-133	134	60	270	22	8	19
2009	9	23	13	3	14	34.48	-107.9	5	3.44	5	60	-65	142	38	-126	321	65	77	12	172	21
2009	9	29	22	54	5	37.05	-104.96	3	3.53	340	65	-80	137	27	-110	270	68	63	19	156	9
2009	10	9	22	13	54	35.96	-114.55	9	3.46	105	85	20	13	70	175	237	10	331	18	118	69
2009	10	13	13	3	32	63.35	-145.14	13	3.84	260	55	60	125	45	126	11	6	113	65	278	24
2009	11	17	15	30	46	52.08	-131.51	12	6.48	173	85	155	265	65	5	222	14	126	21	343	65
2009	12	5	9	14	54	66.84	-142.35	9	4.46	20	85	10	289	80	175	154	3	245	11	46	79
2009	12	30	18	48	57	32.46	-115.19	6	5.63	60	90	5	330	85	180	195	4	285	4	60	85
2010	1	4	16	24	3	37.59	-113.04	9	3.82	357	85	-155	265	65	-5	224	21	128	14	7	65
2010	1	13	11	17	55	47.43	-113.17	20	3.74	342	50	-113	195	45	-65	186	72	88	3	357	17
2010	1	13	11	17	55	47.43	-113.17	23	3.79	330	53	-106	175	40	-70	188	76	71	7	339	13
2010	1	15	15	18	26	35.59	-97.26	8	3.81	325	90	-25	55	65	-180	277	17	13	17	145	65
2010	1	15	15	27	2	35.57	-97.28	8	3.67	135	85	30	42	60	174	265	17	3	24	144	60
2010	1	18	8	41	7	36.85	-104.87	5	3.84	20	65	-45	133	50	-147	339	49	80	9	177	40
2010	1	19	21	32	31	44.56	-110.97	14	3.9	345	70	-30	86	62	-157	303	35	37	5	134	54
2010	1	21	6	16	19	44.57	-110.97	16	4.26	350	85	-60	89	30	-170	289	42	55	33	167	30
2010	1	23	22	1	27	43.51	-110.25	8	3.54	359	71	-97	200	20	-70	258	63	94	26	1	7
2010	1	24	7	14	51	35.57	-97.28	6	3.61	115	85	25	23	65	174	246	14	342	21	126	65
2010	2	4	9	41	29	35.49	-102.65	13	3.28	315	65	-30	59	63	-152	276	38	7	1	99	52
2010	2	10	9	59	35	41.97	-88.49	11	3.8	9	85	170	100	80	5	55	4	324	11	163	79
2010	2	13	5	30	55	35.53	-97.3	5	3.17	57	80	-170	325	80	-10	281	14	191	0	100	76
2010	2	15	3	32	25	35.56	-97.3	5	3.01	228	71	137	335	50	25	286	13	184	43	29	44
2010	2	19	7	18	4	66.2	-142.28	15	4.13	156	85	-170	65	80	-5	21	11	290	4	182	79
2010	2	27	22	22	27	35.54	-96.75	4	4.15	40	80	-160	306	70	-11	265	21	172	7	66	68
2010	3	2	19	37	35	36.79	-89.36	5	3.37	211	86	135	305	45	5	267	27	158	33	28	45
2010	3	16	12	23	16	65.94	-150.35	15	3.87	115	76	-159	20	70	-15	339	24	247	4	148	65
2010	3	22	2	37	18	35.54	-96.74	8	3.66	58	86	-150	325	60	-5	285	24	187	17	65	60
2010	3	28	0	3	55	32.52	-104.53	4	4.11	236	66	-64	5	35	-135	185	60	307	17	44	24
2010	4	7	16	19	15	61.58	-149.65	45	4.53	210	75	-75	344	21	-134	140	57	288	28	26	14
2010	4	8	16	44	26	32.25	-115.26	6	5.34	302	81	160	35	70	10	350	7	257	21	98	68
2010	4	10	9	47	57	61.61	-146.78	49	4.49	24	65	-95	215	25	-80	285	69	117	20	26	4
2010	4	14	18	58	45	38	-111.11	16	3.71	170	50	-75	327	42	-107	141	78	249	4	340	11
2010	4	15	23	59	38	41.7	-111.1	5	4.51	339	66	-116	210	35	-45	210	60	88	17	351	24
2010	5	24	7	27	6	33.39	-109.15	10	3.55	190	75	-60	304	33	-152	134	51	257	24	2	29
2010	6	12	15	29	25	37.45	-117.52	12	3.75	187	79	-123	80	35	-20	63	46	302	26	194	33
2010	6	15	4	26	58	32.7	-115.92	13	5.68	40	85	10	309	80	175	174	3	265	11	66	79
2010	6	17	14	23	24	46.12	-120.75	12	3.84	283	85	160	15	70	5	331	11	237	17	91	69
2010	6	23	17	41	42	45.86	-75.46	22	5.04	145	60	80	344	31	107	242	14	30	73	150	9
2010	6	25	4	56	53	61.89	-147.7	40	4.5	245	85	-75	353	16	-161	171	48	322	38	64	15
2010	7	8	3	15	49	61.85	-150.47	22	4.68	210	75	70	85	25	142	316	27	95	56	215	19
2010	7	16	9	4	47	39.17	-77.25	18	3.39	195	57	123	325	45	50	262	7	159	62	356	27
2010	7	30	11	13	46	38.62	-118.22	14	3.79	70	85	15	339	75	175	203	7	295	14	88	74
2010	8	5	0	4	17	43.59	-110.44	10	4.86	45	75	-20	140	71	-164	2	25	93	3	190	65
2010	8	5	14	59	28	43.61	-110.42	9	4.16	40	80	-30	136	61	-168	354	28	91	13	203	59
2010	8	5	17	45	21	43.6	-110.55	8	3.27	147	71	-159	50	70	-20	9	28	278	1	187	62
2010	8	6	15	34	18	43.62	-110.51	8	3.37	35	70	-40	141	53	-155	352	42	92	11	193	46
2010	8	7	11	19	4	43.61	-110.45	8	3.68	25	75	-45	130	47	-159	337	42	83	17	190	43
2010	8	7	21	46	19	65.03	-133.77	9	4.58	322	81	160	55	70	10	10	7	277	21	118	68
2010	8	8	1	12	38	32.99	-100.79	4	3.37	203	61	-132	85	50	-40	60	53	322	6	228	36
2010	8	8	21	12	24	61.86	-149.22	14	4.21	140	70	30	39	62	157	268	5	2	35	171	54
2010	8	14	14	39	11	43.62	-110.46	5	3.05	305	76	-159	210	70	-15	169	24	77	4	338	65
2010	8	17	2	49	55	43.62	-110.5	8	4.13	55	85	-20	147	70	-175	9	18	103	10	222	69
2010	8	17	9	22	20	43.62	-110.49	7	3.35	124	85	170	215	80	5	170	4	79	11	278	79
2010	8	18	12	52	32	37.64	-113.22	9	3.59	195	70	-142	90	55	-25	58	41	320	9	219	48
2010	8	21	14	54	49	44.27	-115.42	9	3.4	340	80	-45	80	46	-166	289	38	37	22	150	44
2010	9	4	0	23	11	62.86	-125.82	11	3.93	310	85	-60	49	30	-170	249	42	15	33	127	30
2010	9	5	10	41	26	63.36	-145.1	13	4.14	137	57	130	260	50	45	200	4	104	57	293	33
2010	9	12	20	9	44	43.12	-110.63	11	3.96	0	55	-70	148	40	-116	321	72	76	8	168	16
2010	9	12	22	20	30	43.12	-110.76	11	3.87	168	58	-116	30	40	-55	28	66	276	10	182	22
2010	9	13	2	43	53	43.11	-110.71	11	3.78	162	50	-113	15	45	-65	6	72	268	3	177	17
2010	9	13	10	7	57	62.65	-125.53	11	3.6	260	75	-40	2	52	-161	214	38	316	15	63	48
2010	9	15	16	6	41	59.89	-153.1	117	4.71	70	75	50	323	42	157	189	20	300	45	82	38
2010	9	16	21	41	34	35.63	-97.22	4	3.38	285	85	10	194	80	175	59	3	150	11	311	79
2010	9	19	22	1	47	35.59	-97.21	3	3.47	15	90	-160	285	70	0	242	14	148	14	15	70
2010	9	20	0	47	22	43.6	-110.42	7	3.43	146	76	164	240	75	15	193	0	103	21	284	69
2010	9	20	21	24	24	61.13	-150.21	49	4.82	185	80	-85	338	11	-116	101	55	271	35	4	5
2010	9	25	12	6	0	62.85	-149.45	89	5.37	7	69	148	110	60	25	60	5	326	38	157	52
2010	9	30	8	37	36	37.14	-117.38	12	4.39	250	75	-20	345	71	-164	207	25	298	3	35	65
2010	9	30	10	17	1	37.16	-117.38	10	3.8	240	75	-25	337	66	-164	197	28	290	6	31	61
2010	10	5	21	22	47	37.15	-117.38	11	4.01	240	80	-20	334	70	-169	195	21	288	7	34	68
2010	10	11	13	33	40	35.31	-92.31	5	3.99	204	85	170	295	80	5	250	4	159	11	358	79
2010	10	11	16	6	4	35.31	-92.33	4	3.64	197	80	165	290	75	10	244	4	153	18	346	72
2010	10	13	14	6	29	35.2	-97.31	14	4.33	29	85	170	120	80	5	75	4	344	11	183	79
2010	10	14	10	7	34	35.3	-92.35	4	3.39	295	90	5	205	85	180	70	4	160	4	295	85
2010	10	14	12	59	26	60.38	-140.62	13	4.15	87	74	-143	345	55	-20	311	37	212	12	107	50
2010	10	15	10	20	19	35.28	-92.32	5	3.83	211	85	-170	120	80	-5	76	11	345	4	237	79
2010	10	16	9	43	19	35.28	-92.34	10	3.47	305	80	25	210	65	169	76	10	170	25	325	63
2010	10	24	17	43	59	43.63	-110.33	9	4.39	35	70	-30	136	62	-157	353	35	87	5	184	54
2010	10	26	1	24	16	43.65	-110.56	8	3.8	133	51	-124	0	50	-55	337	64	246	1	156	26
2010	11	7	0	43	23	69.19	-146.22	20	4.99	10	80	15	277	75	170	143	3	234	18	43	72
2010	11	14	4	59	49	63.2	-150.6	134	4.62	9	77	128	115	40	20	71	23	317	44	180	37
2010	11	16	15	51	8	46.56	-122.44	15	4.05	245	75	50	138	42	157	4	20	115	45	257	38
2010	11	20	19	6	34	35.32	-92.32	5	3.87	15	90	-170	285	80	0	240	7	150	7	15	80
2010	11	24	22	48	30	35.63	-97.25	3	3.93	190	90	180	280	90	0	55	0	325	0	0	90
2010	12	10	5	42	34	59.36	-135.16	1	4.38	7	50	94	180	40	85	94	5	306	84	184	3
2010	12	12	0	27	40	65.39	-135	9	4.02	140	85	-175	50	85	-5	5	7	275	0	185	83
2010	12	12	1	7	56	35.39	-97	4	3.2	46	85	-170	315	80	-5	271	11	180	4	72	79
2010	12	14	2	22	36	62.25	-150.18	19	3.7	245	70	142	350	55	25	300	9	202	41	41	48
2010	12	17	12	1	55	63.33	-151.47	16	4.28	5	75	40	263	52	161	129	15	231	38	22	48
2010	12	19	5	5	28	35.82	-96.82	2	3.3	93	45	-95	280	45	-85	278	86	186	0	96	4
2010	12	22	0	53	57	43.15	-110.8	10	3.63	179	55	-93	5	35	-85	75	80	271	10	181	3
2010	12	30	1	49	20	65.2	-133.56	10	4.04	290	59	106	80	35	65	8	12	238	71	101	14
2010	12	30	12	55	21	40.43	-85.89	14	3.82	211	81	155	305	65	10	260	11	165	24	12	63
2011	1	3	12	6	36	38.26	-112.37	8	4.6	50	70	-60	171	36	-144	358	55	118	19	219	28
2011	1	8	19	33	40	59.35	-135.02	2	3.79	0	45	90	180	45	90	90	0	0	90	0	0
2011	1	12	8	46	29	38.24	-112.35	8	3.68	60	75	-50	167	42	-157	10	45	121	20	228	38
2011	1	22	17	29	27	38.44	-118.53	11	3.96	225	55	-60	360	45	-126	192	65	294	6	27	24
2011	1	23	2	50	4	63.52	-150.81	16	5.08	185	90	-10	275	80	-180	140	7	230	7	5	80
2011	2	14	18	35	25	46.28	-122.21	8	3.92	157	80	165	250	75	10	204	4	113	18	306	72
2011	2	17	10	49	48	35.28	-92.36	6	3.8	115	85	20	23	70	175	247	10	341	18	128	69
2011	2	18	4	59	50	35.26	-92.37	8	3.88	201	81	155	295	65	10	250	11	155	24	2	63
2011	2	18	8	13	35	35.27	-92.38	8	4.07	197	81	160	290	70	10	245	7	152	21	353	68
2011	2	19	23	4	58	35.27	-92.37	4	3.27	224	76	-164	130	75	-15	87	21	357	0	266	69
2011	2	20	15	15	0	35.26	-92.38	3	3.56	201	85	-170	110	80	-5	66	11	335	4	227	79
2011	2	21	16	17	32	35.27	-92.39	3	3.24	227	74	-143	125	55	-20	91	37	352	12	247	50
2011	2	24	0	24	45	35.29	-92.36	3	3.26	300	90	30	210	60	180	71	21	169	21	300	60
2011	2	25	9	49	1	35.28	-92.37	6	3.47	214	76	154	310	65	15	264	8	170	28	8	61
2011	2	26	11	8	26	61.61	-140.52	21	4.07	260	90	-20	350	70	-180	213	14	307	14	80	70
2011	2	26	14	35	2	35.28	-92.35	3	3.28	204	85	165	295	75	5	250	7	158	14	6	74
2011	2	28	5	0	50	35.27	-92.34	4	4.65	26	85	-170	295	80	-5	251	11	160	4	52	79
2011	2	28	5	18	0	35.24	-92.43	4	3.59	25	85	175	115	85	5	70	0	340	7	160	83
2011	2	28	8	46	11	35.28	-92.34	2	3.43	115	85	-15	206	75	-175	70	14	162	7	277	74
2011	2	28	13	6	46	35.27	-92.34	3	3.03	204	85	165	295	75	5	250	7	158	14	6	74
2011	3	1	10	56	20	35.29	-92.34	2	3.22	202	81	160	295	70	10	250	7	157	21	358	68
2011	3	1	15	58	46	35.22	-92.37	3	3.28	290	70	-25	29	67	-158	249	32	340	2	74	58
2011	3	1	16	3	5	35.22	-92.38	3	3.33	24	81	-155	290	65	-10	250	24	155	11	43	63
2011	3	3	15	31	49	35.27	-92.37	5	3.14	230	85	175	320	85	5	275	0	185	7	5	83
2011	3	3	15	55	24	35.24	-92.39	4	3.5	217	80	-170	125	80	-10	81	14	351	0	260	76
2011	3	9	20	48	31	35.24	-92.4	4	3.34	224	85	165	315	75	5	270	7	178	14	26	74
2011	3	13	20	16	21	32.95	-100.81	2	3.81	70	60	-50	191	48	-138	33	55	133	7	227	34
2011	3	16	17	36	55	45.57	-74.55	7	3.45	320	75	75	186	21	134	62	28	210	57	324	14
2011	3	25	14	19	38	62.66	-151.45	108	4.35	80	80	-50	182	41	-165	27	41	140	24	252	39
2011	3	30	0	56	29	64.03	-147.46	13	3.44	122	61	98	285	30	75	206	16	53	73	298	7
2011	3	31	5	41	30	35.43	-96.53	4	3.21	300	85	-10	31	80	-175	255	11	346	3	94	79
2011	4	1	12	56	28	43.03	-110.34	16	3.89	354	72	-99	200	20	-65	250	62	91	26	356	8
2011	4	5	7	5	25	44.62	-112.1	11	4.4	300	85	-20	32	70	-175	254	18	348	10	107	69
2011	4	7	2	34	50	35.24	-92.37	4	3.44	207	85	-155	115	65	-5	74	21	338	14	217	65
2011	4	7	23	11	10	35.25	-92.37	3	3.73	25	85	175	115	85	5	70	0	340	7	160	83
2011	4	8	14	56	32	35.26	-92.36	4	3.86	211	85	-165	120	75	-5	77	14	345	7	229	74
2011	4	11	0	21	16	38.37	-118.74	2	3.85	354	47	-105	195	45	-75	190	79	94	1	4	11
2011	4	11	0	22	21	38.38	-118.73	2	3.88	146	58	-138	30	55	-40	360	51	267	2	176	39
2011	4	13	22	10	8	38.37	-118.75	3	4.3	358	45	-95	185	45	-85	183	86	91	0	1	4
2011	4	13	22	16	9	38.39	-118.74	4	4.06	144	72	-154	45	65	-20	6	31	273	5	176	58
2011	4	15	13	33	56	38.39	-118.73	3	3.78	215	50	-70	5	44	-112	190	74	291	3	22	15
2011	4	15	17	24	25	38.4	-118.74	4	3.84	200	55	-60	335	45	-126	167	65	269	6	2	24
2011	4	15	18	21	32	38.39	-118.75	5	3.51	205	75	-40	307	52	-161	159	38	261	15	8	48
2011	4	16	9	46	32	38.29	-118.22	15	3.61	240	75	-20	335	71	-164	197	25	288	3	25	65
2011	4	17	0	45	37	38.39	-118.73	2	4.49	358	48	-109	205	45	-70	198	76	101	2	11	14
2011	4	17	0	55	46	38.37	-118.73	2	4	354	47	-105	195	45	-75	190	79	94	1	4	11
2011	4	22	0	6	4	63.88	-130.39	11	4.15	60	90	-10	150	80	-180	15	7	105	7	240	80
2011	4	25	19	29	15	59.06	-152.58	63	4.96	324	67	153	65	65	25	15	2	284	35	107	55
2011	4	26	21	10	26	27.44	-111.6	3	5.17	134	76	-164	40	75	-15	357	21	267	0	176	69
2011	4	27	19	19	20	38.41	-118.72	3	3.92	55	75	-30	153	61	-163	11	32	107	9	211	57
2011	5	2	11	43	31	30.79	-105.69	12	4.22	0	60	-75	152	33	-114	304	71	79	14	172	13
2011	5	2	13	55	37	30.73	-105.67	11	4.23	355	60	-65	132	38	-126	311	65	67	12	162	21
2011	5	3	2	58	30	30.68	-105.77	13	3.83	5	60	-65	142	38	-126	321	65	77	12	172	21
2011	5	4	16	26	26	30.69	-105.8	13	3.68	0	60	-70	144	36	-121	311	68	76	13	170	17
2011	5	9	9	46	24	38.42	-118.74	8	3.6	230	90	-45	320	45	-180	175	30	285	30	50	45
2011	5	9	23	28	54	37.14	-104.73	3	3.75	2	50	-113	215	45	-65	206	72	108	3	17	17
2011	5	11	19	6	15	37.06	-104.69	3	3.8	5	50	-95	193	40	-84	240	84	99	5	8	4
2011	5	12	16	23	49	38.42	-118.74	4	3.77	6	57	-103	210	35	-70	240	74	106	11	13	11
2011	5	21	8	33	21	65.37	-166.89	9	4.71	120	50	-75	277	42	-107	91	78	199	4	290	11
2011	5	27	19	45	48	38.44	-118.73	3	3.8	25	45	-90	205	45	-90	0	90	115	0	25	0
2011	5	28	13	44	2	63.48	-151.24	12	3.87	225	75	70	100	25	142	331	27	110	56	230	19
2011	6	7	8	10	34	38.12	-90.93	27	3.86	100	80	25	5	65	169	231	10	325	25	120	63
2011	6	16	19	6	5	60.77	-151.05	74	4.99	45	75	20	310	71	164	177	3	268	25	80	65
2011	6	18	20	40	29	62.09	-148.26	46	4.09	70	50	-60	208	48	-121	47	67	139	1	230	23
2011	7	2	11	45	6	63.12	-150.86	133	4.31	55	75	85	254	16	108	149	30	318	60	56	5
2011	7	4	3	57	55	60.26	-152.72	124	4.19	259	71	114	25	30	40	331	23	201	57	71	23
2011	7	18	23	28	28	43.52	-110.4	4	3.28	161	76	-154	65	65	-15	25	28	291	8	187	61
2011	7	19	6	42	30	43.16	-110.92	4	3.5	13	51	-82	180	40	-100	327	82	97	5	188	6
2011	7	21	6	20	11	60.04	-152.85	112	4.29	55	70	50	303	44	150	173	15	282	49	71	37
2011	7	22	7	5	35	39.92	-111.79	11	3.59	151	76	-122	40	35	-25	26	49	265	24	160	31
2011	7	24	12	19	28	47.71	-123.18	44	3.78	285	50	-60	63	48	-121	262	67	354	1	85	23
2011	7	26	3	38	26	42.06	-111.59	11	3.52	2	63	-104	210	30	-65	244	69	102	17	8	12
2011	7	28	14	0	0	62.05	-151.29	85	5.22	348	70	105	130	25	55	66	23	281	62	162	14
2011	7	30	16	8	0	62.16	-124	4	4.05	157	50	94	330	40	85	244	5	96	84	334	3
2011	8	3	6	8	37	62.13	-141.26	11	4.22	149	85	170	240	80	5	195	4	104	11	303	79
2011	8	8	16	0	48	58.21	-151.51	40	4.4	10	60	-125	245	45	-45	229	59	125	8	30	30
2011	8	12	6	2	11	49.54	-122.4	16	3.33	118	80	-165	25	75	-10	342	18	251	4	149	72
2011	8	17	21	4	39	38.45	-118.73	5	3.67	65	90	-5	155	85	-180	20	4	110	4	245	85
2011	8	22	23	30	20	37.05	-104.77	3	4.73	171	46	-100	5	45	-80	1	83	268	0	178	7
2011	8	23	5	46	19	37.07	-104.7	3	5.24	25	50	-80	190	41	-102	348	81	108	5	199	8
2011	8	23	7	17	58	37.1	-104.61	4	3.52	30	70	-92	215	20	-85	297	65	121	25	30	2
2011	8	23	14	11	13	37.03	-104.69	3	3.96	164	47	-105	5	45	-75	360	79	264	1	174	11
2011	8	23	17	51	5	37.94	-77.93	6	5.65	28	50	113	175	45	65	102	3	4	72	193	17
2011	8	24	0	4	36	37.91	-77.95	6	3.77	40	60	109	185	35	60	116	13	350	69	210	17
2011	8	24	4	45	26	37.92	-77.99	7	3.2	8	51	98	175	40	80	92	5	322	82	183	6
2011	8	24	17	14	32	44.7	-74.38	2	3.03	168	61	84	0	30	100	263	15	64	74	171	5
2011	8	25	5	7	50	37.94	-77.9	2	3.94	140	60	80	339	31	107	237	14	25	73	145	9
2011	8	25	23	40	56	37.97	-77.93	5	2.56	66	81	102	190	15	35	145	35	350	52	244	12
2011	8	30	3	48	28	37.91	-77.98	6	2.68	42	66	123	165	40	40	109	14	356	56	207	29
2011	9	1	9	9	37	37.94	-77.95	8	3.3	45	55	120	180	45	55	114	5	13	65	206	24
2011	9	11	12	27	45	32.82	-100.9	5	4.41	207	85	-160	115	70	-5	73	17	339	11	219	69
2011	9	12	14	18	34	32.84	-100.88	4	3.51	206	76	-154	110	65	-15	70	28	336	8	232	61
2011	9	13	1	37	19	36.98	-104.85	4	3.45	10	75	-25	107	66	-164	327	28	60	6	161	61
2011	9	15	2	6	48	59.13	-138.12	14	4.57	95	70	30	354	62	157	223	5	317	35	126	54
2011	9	16	14	51	51	36.9	-104.77	6	3.9	102	80	-170	10	80	-10	326	14	236	0	145	76
2011	9	17	15	33	13	37.93	-77.99	5	2.64	19	64	146	125	60	30	73	3	340	41	166	49
2011	9	19	15	29	40	37.92	-78	3	1.8	179	81	-155	85	65	-10	45	24	310	11	198	63
2011	9	24	10	52	53	63.29	-152.52	7	3.88	45	60	109	190	35	60	121	13	355	69	215	17
2011	9	26	1	2	53	63.45	-126.31	3	5.04	320	60	90	140	30	90	50	15	230	75	320	0
2011	9	28	6	31	21	37.9	-112.07	15	3.64	210	60	-80	11	31	-107	145	73	293	14	25	9
2011	10	1	7	7	1	38.88	-118.78	10	4.14	153	80	-165	60	75	-10	17	18	286	4	184	72
2011	10	5	6	18	49	37.94	-77.99	4	2.19	29	64	106	175	30	60	107	18	328	67	202	14
2011	10	5	9	38	30	35.37	-92.27	7	3.29	18	71	159	115	70	20	67	1	336	28	158	62
2011	10	12	16	40	0	37.94	-77.98	4	3.02	46	72	99	200	20	65	129	26	330	62	224	8
2011	10	19	0	2	44	37.94	-77.99	4	2.51	50	75	85	249	16	108	144	30	313	60	51	5
2011	10	20	12	24	41	28.81	-98.15	3	4.59	44	47	-105	245	45	-75	240	79	144	1	54	11
2011	10	22	14	32	20	61.49	-151.94	13	3.96	45	60	55	279	45	135	159	9	264	59	64	30
2011	11	4	17	17	22	37.97	-77.88	1	1.66	185	55	120	320	45	55	254	5	153	65	346	24
2011	11	5	7	12	45	35.57	-96.7	3	4.7	32	80	-170	300	80	-10	256	14	166	0	75	76
2011	11	6	3	53	10	35.54	-96.75	8	5.59	235	85	-175	145	85	-5	100	7	10	0	280	83
2011	11	6	6	31	10	35.56	-96.87	8	3.69	234	86	-135	140	45	-5	107	33	358	27	237	45
2011	11	6	9	39	57	35.51	-96.86	3	3.65	320	90	-10	50	80	-180	275	7	5	7	140	80
2011	11	6	10	52	36	35.57	-96.8	3	3.55	232	80	-170	140	80	-10	96	14	6	0	275	76
2011	11	6	15	7	5	35.53	-96.91	3	3.74	320	85	-15	51	75	-175	275	14	7	7	122	74
2011	11	6	17	52	34	35.55	-96.82	3	3.43	54	85	165	145	75	5	100	7	8	14	216	74
2011	11	7	1	17	13	35.52	-96.79	6	3.2	155	85	-10	246	80	-175	110	11	201	3	309	79
2011	11	7	1	26	30	35.51	-96.8	2	3.24	140	90	-15	230	75	-180	94	11	186	11	320	75
2011	11	8	2	46	57	35.54	-96.75	8	4.83	95	90	-15	185	75	-180	49	11	141	11	275	75
2011	11	8	19	5	17	35.54	-96.8	8	3.47	135	80	25	40	65	169	266	10	0	25	155	63
2011	11	10	4	27	45	39.29	-111.13	8	3.95	236	76	164	330	75	15	283	0	193	21	14	69
2011	11	11	17	51	53	46.62	-113.56	10	3.81	128	80	-165	35	75	-10	352	18	261	4	159	72
2011	11	18	13	9	0	48.48	-119.62	13	4.01	85	55	65	304	42	121	193	7	300	69	100	20
2011	11	23	7	9	33	37.94	-77.99	2	1.63	355	57	123	125	45	50	62	7	319	62	156	27
2011	11	24	21	11	3	35.53	-96.74	9	3.44	130	80	-25	225	65	-169	85	25	179	10	290	63
2011	11	27	2	21	24	60.15	-139.94	7	3.71	249	58	138	5	55	40	308	2	215	51	39	39
2011	12	3	9	33	59	61.98	-150.99	19	4.17	10	50	85	198	40	96	104	5	245	84	13	4
2011	12	9	1	25	41	62.26	-145.69	19	4.38	324	69	112	95	30	45	37	21	266	60	136	21
2011	12	31	20	5	1	41.12	-80.68	3	3.69	270	85	-10	1	80	-175	225	11	316	3	64	79
2012	1	4	16	25	37	59.1	-138.14	15	4.28	295	65	40	185	54	149	58	6	155	45	322	44
2012	1	28	18	11	38	63.61	-147.38	15	3.89	71	79	101	205	15	45	152	34	354	54	249	11
2012	1	30	23	39	47	37.95	-77.98	3	3.14	47	73	100	195	20	60	128	27	332	61	223	10
2012	2	4	11	27	4	40.01	-111.51	13	3.66	175	85	175	265	85	5	220	0	130	7	310	83
2012	2	12	4	19	0	37.85	-112.46	9	3.65	168	61	-98	5	30	-75	57	73	264	16	172	7
2012	2	19	7	12	29	37.92	-77.99	5	2.85	217	62	-139	105	55	-35	74	48	339	4	246	42
2012	2	21	9	58	43	36.85	-89.41	8	3.86	42	73	132	150	45	25	102	17	354	45	207	40
2012	3	2	23	29	22	64.32	-128.72	2	4.39	325	50	95	137	40	84	51	5	270	84	142	4
2012	3	8	10	57	42	61	-150.92	30	4.06	43	78	118	155	30	25	111	28	343	50	217	27
2012	3	20	2	17	46	38.42	-118.72	4	3.66	155	76	-159	60	70	-15	19	24	287	4	188	65
2012	3	21	7	42	2	61.31	-150.06	51	3.85	185	70	-70	318	28	-133	124	60	260	22	358	19
2012	3	26	3	21	51	37.91	-77.98	8	2.98	175	60	55	49	45	135	289	9	34	59	194	30
2012	4	12	3	29	22	37.81	-112.11	17	4.11	152	62	-139	40	55	-35	9	48	274	4	181	42
2012	4	16	8	12	0	35.56	-96.76	3	3.72	120	90	5	30	85	180	255	4	345	4	120	85
2012	5	10	1	18	30	43.1	-110.5	9	3.56	50	85	-15	141	75	-175	5	14	97	7	212	74
2012	5	10	15	15	39	31.9	-94.42	4	3.77	60	76	159	155	70	15	108	4	16	24	207	65
2012	5	17	8	12	1	31.9	-94.33	5	4.81	240	90	-150	150	60	0	109	21	11	21	240	60
2012	6	5	11	19	36	62.4	-152.67	14	3.86	222	51	124	355	50	55	289	1	198	64	19	26
2012	6	8	18	27	36	62.22	-147.88	51	4.22	255	60	-40	8	56	-143	220	48	312	2	44	42
2012	6	23	3	51	56	39.32	-119.98	9	3.99	15	80	20	281	70	169	147	7	240	21	41	68
2012	6	25	4	4	56	47.35	-113.14	21	3.4	189	46	-80	355	45	-100	179	83	272	0	2	7
2012	6	27	8	19	3	66.01	-150.1	14	3.62	315	85	-175	225	85	-5	180	7	90	0	0	83
